"","sic","fye","Mkt.cap","sales.1","foreign.scr","fcf","ltm.sales.gr","ltm.ni.gr","sales.3yr.avg.growth","ebitda.gr","ni.growth","ni.5yr.gr","ebitda.int","debt.t..bv","cash.int","interest","ret.on.cap","cfo.debt","debt.ebitda","cfo.interest","ebitda.int.1","ebit.int","ebit.sales","debt.t.asts","cfo.capex","countryba"
"433",7948,1231,4148380672,1134900000,5.77953e-15,101.3,5.956493325,179.928952,8.138685936,-12.7388535,7.469310126,11.7100892,5.457023061,-6.252468265,4.425963489,49.3,11.74204309,0.242714127,3.453707261,4.425963489,5.457023061,2.955375254,0.165080444,0.48013245,1.866552609,"US"
"160",3140,131,1557010432,2785584000,6.528577131,146.655,7.993989272,32.80940632,2.764138497,22.13133392,8.689323012,12.70198924,12.36975758,0.521969439,10.57963403,18.089,8.733734208,0.956875,0.979907007,10.57963403,12.36975758,7.741223948,0.05026989,0.173875698,4.279405188,"US"
"472",7990,1231,5327610368,1388509984,27.3567192074202,309.848,6.521100385,149.8110299,4.963881719,35.2677839,97.25263079,-5.733194453,6.008850018,-1.296127472,4.461108995,99.766,20.79658348,0.198801563,3.879175908,4.461108995,6.008850018,4.665407053,0.342475097,1.517960241,3.291453124,"US"
"73",6211,1231,3741536000,5397000192,27.3567192074202,1157,9.71742224,-43.87755102,-2.633030031,76.4585494708538,-9.15835252,-9.793099104,40.4259879663401,38.06984127,9.74727714769731,243.895746262712,0.65361976,3.83382648369171,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.720764184,0.484030475608808,5.04860488184644,"US"
"259",2800,1231,12344373248,3493300032,27.3567192074202,249.8,29.10891821,2433.333333,-2.8619288,8.435136707,77.5841732,-4.962328463,4.535279805,-3.129922744,4.086479903,80,-4.792363778,0.104113976,8.643857296,4.19375,4.535279805,3.2475,0.090252206,0.599454945,3.914819137,"US"
"430",1400,1231,1259588608,737372000,0,-25.763,212.9151354,95.1605959046234,47.61246739,76.4585494708538,41.4088898897957,14.6276526,13.09273335,0.244188536,8.551163617,11.258,16.26234589,3.83382648369171,4.78916012305899,8.551163617,13.09273335,8.709273406,0.162703714,0.484030475608808,0.788883244,"US"
"128",7320,1231,13768960000,3395699968,29.22193802,597.8,4.524886878,-2.796296296,11.43478786,2.659672373,2.663115846,12.74158946,11.51186791,-1.162464614,8.793103448,92.8,10.37709832,0.30051928,2.434155087,8.793103448,11.51186791,8.885775862,0.245256082,1.590312756,3.739688359,"US"
"38",5160,930,4772941312,3.566e+09,38.28220859,166,16.76489849,80.70175439,-15.9888016,153.1428571,41.4088898897957,-17.70374968,3.356060606,-9.354609929,1.566523605,232,-8.926958973,0.142518946,5.781180587,1.573275862,3.356060606,0.612068966,0.043558282,0.529802027,1.834170854,"US"
"135",6331,1231,9387398144,6868449920,27.3567192074202,1162.693,13.7710992,-65.27433013,4.716342258,76.4585494708538,-62.69184873,-17.30971776,40.4259879663401,0.075915069,9.74727714769731,31.603,9.012673478,3.83382648369171,4.78916012305899,36.7905895,40.4259879663401,8.63350903009396,0.13994111727027,0.484030475608808,5.04860488184644,"other"
"111",6021,1231,6889514496,3247500096,5.023073086,-273.5,-3.163764313,95.1605959046234,-1.214050999,-11.68170409,14.3999809,6.17607181,1.422530594,1.650192098,9.74727714769731,243.895746262712,1.9307183,0.112707842,3.54245641,10.7394728465265,1.422530594,8.63350903009396,0.28070013,0.094514774,0.655237615,"US"
"190",1311,1231,791057536,286412000,0,-1313.964,-53.75707984,31.13888507,-28.72232675,76.4585494708538,41.4088898897957,8.62625822250794,9.304607255,0.539623972,9.74727714769731,243.895746262712,24.90065305,0.1833456,0.739483947,10.7394728465265,9.304607255,8.63350903009396,1.852761015,0.380258211,0.080214622,"US"
"225",6324,1231,39903047680,54284000256,27.3567192074202,3525,-0.104893175,23.66101695,3.658809154,115.1858568,21.11514811,5.3048258,21.97685185,0.875765095,16.73966942,242,12.56442133,0.818383838,1.042763851,16.73966942,21.97685185,17.61157025,0.079267952,0.209116641,7.701520913,"US"
"401",1531,1231,1643978496,2622632000,0,62.933,4.872224275,36.62993865,15.10607019,14.25942841,12.0585882,15.66492807,271.0047096,0.755043341,9.74727714769731,243.895746262712,6.626139482,0.064504433,5.879626948,10.7394728465265,271.0047096,8.63350903009396,0.064908477,0.365860164,25.78653013,"US"
"368",6798,1231,22044305408,2197096000,0,-259.997,6.702592026,-24.15407395,8.628176471,4.999830228,2.246836171,21.38503873,6.695316635,-0.575205100760649,4.757089681,199.661,4.886052356,0.170389744,5.298227611,6.291949855,6.695316635,3.954192356,0.365740646,0.400375545,0.828526751,"US"
"101",5065,1231,6572541440,27928568832,27.3567192074202,-79.392,15.83505719,-19.42264791,5.708690805,6.319431207,12.90272509,5.790840514,40.4259879663401,1.744049875,0.760374824,243.895746262712,7.314261327,0.044365142,2.594653292,10.7394728465265,40.4259879663401,8.63350903009396,0.034627495,0.204832187,0.610726211,"US"
"416",6331,1231,16381230080,1.4016e+10,27.3567192074202,1559,5.92503023,40.84848485,-1.285350387,76.4585494708538,0.744680851,0.238229612,40.4259879663401,0.641710033,9.74727714769731,646,3.296567723,1.438888889,4.78916012305899,4.009287926,40.4259879663401,8.63350903009396,0.13994111727027,0.022805884,2.512124151,"US"
"95",6022,1231,36942753792,12183000064,27.3567192074202,6296,12.36856669,2.591128678,3.410427643,76.4585494708538,14.13857678,3.958431859,40.4259879663401,1.219681822,9.74727714769731,243.895746262712,6.29015349,0.57803902,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.051969323,10.88383046,"US"
"387",2070,1231,9949318144,45313999872,77.88356553,344,0.376572745,-83.48294434,-6.154990307,-46.57375145,-58.03981623,-16.59805906,3.898305085,1.481147884,3.739776952,263,-26.16461158,0.153415399,7.127565217,3.825095057,3.898305085,1.182509506,0.006791283,0.363631121,1.519637462,"US"
"402",7373,630,11664326656,2724524928,90.08689002,359.661,29.04453452,-78.73764438,12.69352654,14.3577589,-35.60146656,6.570739048,6.069016739,-2.071656296,9.74727714769731,243.895746262712,5.5661942,3.83382648369171,4.78916012305899,10.7394728465265,6.069016739,8.63350903009396,0.154047673,0.484030475608808,5.518808423,"other"
"547",4610,1231,6157442560,9.13e+08,27.3567192074202,293,16.90140845,54.9132948,72.40147183,17.56756757,39.11832947,48.79829721,5.272727273,2.394308943,7.098039216,101,7.458843947,0.251826087,5.507662835,7.168316832,5.272727273,4.01980198,0.429175476,0.558360847,1.679814385,"US"
"485",3714,1231,3500151808,7.646e+09,55.48619781,161,25.79795986,-78.50746269,3.819771971,40.6614786,30.03158545,2.060698557,6.951923077,2.236907731,5.431372549,102,5.409458561,0.303848843,2.521818811,5.431372549,6.951923077,4.803921569,0.067970592,0.341245555,1.409669211,"US"
"375",7363,1231,2713383680,2015774016,27.3567192074202,88.733,4.477161717,27.91108888,25.25610267,10.60645779,28.05170775,46.51300824,13.64401204,8.911617287,9.74727714769731,243.895746262712,17.69632179,3.83382648369171,4.78916012305899,10.7394728465265,13.64401204,8.63350903009396,0.106836769,0.484030475608808,4.344754797,"US"
"222",6798,1231,4526164480,2211965984,27.3567192074202,423.103,7.288711473,23.98693752,7.766850567,3.061672855,-6.656995964,10.98602708,4.444801168,-0.575205100760649,3.052241724,181.579,5.841485392,0.133999758,5.3925365,3.052241724,4.444801168,2.094553886,0.175109752,0.587325137,4.226838011,"US"
"84",3562,1231,3810012160,3183100032,46.63426327,132.1,18.3484533,116.9761273,-0.389368826,37.94905291,8.662270145,-12.78712883,13.40952381,1.837181254,6.382749326,37.1,11.79251666,0.253692769,2.209783367,6.382749326,13.40952381,7.673854447,0.094779945,0.377899795,2.261700096,"US"
"353",4941,1231,665655168,131821000,0,-7.458,-0.480907155,2.098870183,3.814166148,-1.288678827,0.296486415,9.818287127,9.159842385,-0.575205100760649,7.480880042,5.506,6.539275232,3.83382648369171,4.78916012305899,7.781147839,9.159842385,7.014166364,0.295316383,0.484030475608808,0.85173257,"US"
"459",3443,1231,2027901184,550676000,27.3567192074202,51.836,8.482790141,173.5463989,6.625212166,-2.043124459,-18.71268444,2.35765004,4.945159725,8.707833318,3.796630094,35.728,8.258072429,3.83382648369171,4.78916012305899,3.796630094,4.945159725,3.074675325,0.205889244,0.484030475608808,1.618494213,"US"
"545",3842,1231,28754487296,3446600000,44.47064303,832.6,9.419346646,-14.72514086,14.03763844,37.14737354,22.62998076,19.84053572,56.67839196,0.650826956,43.13362069,23.2,13.64544471,0.741259259,1.19691462,43.13362069,56.67839196,45.0862069,0.30448578,0.329163924,5.953004164,"US"
"51",6211,930,14062539776,7018619008,7.155753942,1115.942,16.81665248,32.72368535,9.697964647,16.54416359,34.93319582,-2.528976836,7.474407632,0.664878476,9.74727714769731,243.895746262712,8.749522836,0.684515255,1.63637159,10.7394728465265,7.474407632,8.63350903009396,0.165789536,0.055475745,6.873564428,"US"
"506",6798,1231,14759696384,1236039008,0,-552.667,8.990363122,-6.31571703,9.21033357,10.89351095,10.66140625,25.78632156,4.463772879,1.100730872,3.533448446,247.413,4.275916647,0.123185654,6.625719534,3.540032254,4.463772879,2.32123211,0.472378776,0.553382067,0.61311836,"US"
"19",1000,1231,24107935744,17929999872,67.42059379,3272,20.10181526,784.1085271,-4.945036107,76.4585494708538,-28.21397757,-11.95294784,40.4259879663401,-0.575205100760649,5.078091106,801,12.1542616,0.470106092,1.862624649,5.845193508,40.4259879663401,4.535580524,0.221483875,0.269203536,3.320567376,"US"
"254",7389,1231,3989090560,5888999936,27.3567192074202,170,-6.166347992,95.1605959046234,-4.604826962,76.4585494708538,-78.54959982,8.62625822250794,40.4259879663401,-2.715608466,2.204379562,137,2.975851081,3.83382648369171,4.78916012305899,2.204379562,40.4259879663401,0.751824818,0.017103952,0.484030475608808,2.287878788,"US"
"522",6798,1231,9982562304,834416000,27.3567192074202,-1380.445,14.64151856,382.8968015,-8.487194132,-4.079255921,23.35751783,8.62625822250794,40.4259879663401,-0.575205100760649,4.231980961,87.003,3.569058621,0.183313541,5.751882954,5.150581014,40.4259879663401,2.096375987,0.233554948,0.33087008,0.245064835,"US"
"428",3537,1231,3202639872,4617399936,49.18641426,109.5,6.497220749,95.1605959046234,-14.86971395,76.4585494708538,29.57689178,-3.356562149,4.035294118,1.378213286,2.266666667,67.5,5.461102508,0.152984702,4.165347772,2.266666667,4.035294118,2.571851852,0.039785488,0.314982205,3.517241379,"US"
"501",5080,1231,1978648192,1833295040,16.61994043,52.254,2.240565183,4.03301546,0.210531458,3.840850635,1.150436215,1.558174072,8.751173184,2.392690369,9.74727714769731,243.895746262712,8.75321652023679,3.83382648369171,4.78916012305899,10.7394728465265,8.751173184,8.63350903009396,0.063223008,0.484030475608808,2.891136767,"US"
"98",6021,1231,46576070656,3.0696e+10,42.82409957,13164,9.750080446,-29.03043968,7.939486557,7.693856999,11.76202935,2.278634866,3.857864358,1.693775268,9.74727714769731,243.895746262712,9.385282042,0.680547265,1.948673181,10.7394728465265,3.857864358,8.63350903009396,0.275142505,0.059426558,13.93123772,"US"
"233",6798,1231,4821821440,753394000,18.10782624,-1957.499,33.92837779,32.89492154,31.3611959,40.59839859,84.11495785,34.07442496,4.122638486,-0.575205100760649,2.042256769,176.954,6.601325569,0.074283193,7.915085586,2.051951355,4.122638486,2.744125592,0.689020852,0.569893463,0.156468586,"US"
"491",3823,1231,26762496000,6861500032,45.37109375,1040.3,9.176107434,24.26966292,1.724194006,7.494375703,13.12130014,4.190442371,40.4259879663401,-1.743087658,13.67906977,86,16.42420577,3.83382648369171,4.78916012305899,13.67906977,40.4259879663401,15.75465116,0.203560697,0.484030475608808,8.643644379,"US"
"507",4931,1231,12544172032,6706999936,0,-75,4.356620507,-14.33447099,-2.692830291,7.353652637,8.348134991,7.956128324,5.30861244,-0.575205100760649,3.857466063,438,4.961882824,0.519025875,1.480396575,3.892694064,5.30861244,3.054794521,0.203250798,0.154001219,0.957865169,"US"
"22",6282,930,18178009088,6464099968,39.0131723,1060.5,0.883339836,-60.90255142,-8.848060495,-4.40664557,-0.427269162,-2.191665644,45.17009346,0.138022799,9.74727714769731,243.895746262712,4.855334978,1.081333333,0.434494745,10.7394728465265,45.17009346,8.63350903009396,0.354228591,0.068599204,15.1588785,"US"
"174",3562,1231,632176960,699314016,29.35738222,-103.54,5.926975015,1243.604847,10.06260507,-4.221793081,55.40548086,-41.06690204,1.790257858,0,-1.125117556,52.085,8.75321652023679,3.83382648369171,4.78916012305899,-1.148468849,1.790257858,0.635768455,0.053427515,0.484030475608808,-1.368144184,"US"
"380",3312,1231,6631557120,12673999872,27.3567192074202,297,19.06059183,95.1605959046234,-8.616539467,224.2690058,41.4088898897957,8.62625822250794,4.582644628,0.87137183,3.502183406,226,15.67305142,0.310603627,2.32828585,3.548672566,4.582644628,2.690265487,0.049632653,0.266329965,1.588118812,"US"
"149",5045,131,3130599680,36775010816,56.62826858,904.834,40.17604276,-40.21322945,11.65389376,61.72738271,38.52349097,5.795897808,6.472141339,1.892328826,9.777188589,112.207,4.225396493,0.670083654,2.922940415,9.777188589,6.472141339,3.654665039,0.011151023,0.15450212,5.706916014,"US"
"243",2834,1231,1293630592,2983300032,10.01365781,541.2,-5.102268028,206.4786721,19.27801112,-8.730217698,42.69616445,32.19270166,3.622530227,-1.104937971,1.970468708,369.1,15.88681414,0.113870996,5.199488969,1.970468708,3.622530227,1.138173937,0.130401043,1.865813347,3.908113917,"other"
"481",7389,1231,11132044288,6655999872,43.24406573,1191,4.851921865,-9.090909091,1.514522043,6.815578465,3.470058115,10.41423495,5.298295455,-0.924903723,3.502673797,374,4.625690663,1310,0.000536193,3.502673797,5.298295455,3.27540107,0.186396835,0.000303582,11.00840336,"US"
"134",2834,1231,10478812160,4969200000,99.38538676,610.3,2.29743083,95.1605959046234,6.341896061,76.4585494708538,-7.298953817,-3.531809827,5.559701493,-2.464820967,4.157644259,168.1,3.027953709,0.274496123,2.441150292,4.157644259,5.559701493,3.558596074,0.120941329,0.625182869,7.888261851,"other"
"398",4931,1231,3443707904,1418820000,5.16147e-15,-2.041,-2.872438013,-23.29298846,-0.593370247,1.195439911,1.807976524,10.07663573,4.81852166,1.098364984,4.123515105,92.882,4.048528075,3.83382648369171,4.78916012305899,4.417411339,4.81852166,3.063123102,0.19676554,0.484030475608808,0.995050189,"US"
"362",6324,1231,43094958080,42453000192,5.574867358,3615,6.108320212,31.24357657,6.00072366,15.05847953,29.45273632,8.066934959,16.39583333,0.660560748,16.81481481,243,13.24803993,0.605333333,1.715374841,16.81481481,16.39583333,13.86419753,0.081418111,0.122874722,8.675159236,"US"
"65",3826,1031,19944679424,4.72e+09,70.61717352,713,9.158186864,-59.13793103,3.413297544,22.29965157,26.83402602,-6.717126928,12.84146341,1.258179655,11.25316456,79,3.219145842,0.414452214,2.037037037,11.25316456,12.84146341,10.64556962,0.188059034,0.393001099,5.051136364,"US"
"275",6351,1231,3494036736,1224467008,0,331.899,0.841092556,-50.04270337,4.556495199,76.4585494708538,33.91709478,8.62625822250794,40.4259879663401,0.343661598,9.74727714769731,62.761,-0.14262393,0.346570102,4.78916012305899,5.745208011,40.4259879663401,8.63350903009396,0.13994111727027,0.178254069,12.57410378,"US"
"94",4911,1231,6955101184,2721400000,2.19141e-15,233.7,1.749794362,95.1605959046234,1.859760933,1.666161769,-51.8746262,-8.441924264,3.888760139,0.908565203,2.788097695,290.7,-0.708714163,1.25002699,0.644006754,2.788097695,3.888760139,2.076367389,0.222878665,0.052761923,1.405166436,"US"
"24",3674,930,8090848256,1894300000,67.00518821,420,7.636797545,-21.79715302,17.25730301,95.67049808,407.285199,8.62625822250794,4.868446139,-1.635581436,9.74727714769731,243.895746262712,6.878966323,3.83382648369171,4.78916012305899,10.7394728465265,4.868446139,8.63350903009396,0.149188652,0.484030475608808,8.678244973,"US"
"281",4911,1231,12069824512,4837999936,27.3567192074202,1210,11.178919907,95.1605959046234,5.56636153891979,-15.60457516,41.4088898897957,8.62625822250794,40.4259879663401,2.56993007,7.18134715,193,-5.091396466,3.83382648369171,4.78916012305899,7.18134715,40.4259879663401,1.025906736,0.036464088,0.484030475608808,7.875,"US"
"553",2320,331,9118268416,6218499968,27.3567192074202,668.3,-10.63319154,95.1605959046234,-3.565748427,-76.13598115,-36.44238633,-14.16662635,16.36153846,0.373844122,76.7983871,12.4,-1.74131879,1.587166667,2.820874471,76.7983871,16.36153846,-7.64516129,-0.014249639,0.132520541,3.353169014,"US"
"109",6798,1231,2655442432,372141000,27.3567192074202,-1111.214,36.0333521,35.6227543,90.48539492,45.13111518,15.58099844,8.62625822250794,5.308862587,-0.575205100760649,3.839155037,47.008,2.541695708,3.83382648369171,4.78916012305899,3.839155037,5.308862587,1.717239619,0.234946913,0.484030475608808,0.139717501,"US"
"528",4512,1231,2599971072,1553385024,0,-177.308,11.41558112,9.739893978,9.773933978,-26.67064615,-34.09967742,12.82272772,9.691705095,-0.575205100760649,8.621677027,42.178,15.45586883,0.30868203,3.631886999,9.273341552,9.691705095,5.385959505,0.151065516,0.581196675,0.688079108,"US"
"13",3317,1231,3622409472,3638200064,27.3567192074202,-100.3,12.1862473,90.15702796,-5.066181829,76.4585494708538,41.4088898897957,8.62625822250794,1.801943199,1.2188429,0.162909091,134.9,2.618407189,0.013900093,6.683948569,0.166048925,1.801943199,0.595255745,0.022779496,0.356842338,0.182559087,"US"
"519",7381,1231,7313772544,2472500032,27.3567192074202,297.9,8.229371854,15.55462886,4.483483221,12.73354996,11.83853041,9.553665374,9.505136986,-1.559619756,3.284768212,105.7,17.90650431,0.269020169,2.325003701,3.284768212,9.505136986,4.618732261,0.202724026,0.930839924,7.042596349,"other"
"52",5812,930,9390546944,15151830016,27.3567192074202,500.658,4.583785066,53.98255248,-0.494389055,5.973050023,20.68246277,27.60125745,6.525875062,-1.564594784,3.683235721,285.995,7.649244887,0.139917284,5.719682688,3.683235721,6.525875062,2.825423521,0.05532965,1.456246687,1.905792893,"US"
"35",6211,930,34393206784,4.586e+09,0,490,33.70262391,18.12865497,5.576070054,10.09358289,7.787391842,7.9171548,27.91525424,2.946946947,9.74727714769731,243.895746262712,8.931899884,0.225245902,1.851851852,10.7394728465265,27.91525424,8.63350903009396,0.398803047,0.09258135,3.487309645,"US"
"144",5331,131,40317718528,71879000064,0,4390,3.428974329,7.197661673,-0.258895892,-7.018026696,-11.09662366,-1.781453697,9.966076696,1.060400842,10.15102639,666,14.29779992,0.670661574,1.527696167,10.39489489,9.966076696,6.474474474,0.059989705,0.270106052,2.733122779,"US"
"238",1311,1231,2754714880,398110000,0,-189.948,53.58471058,95.1605959046234,37.7617246,477.0931997,41.4088898897957,98.65743227,40.4259879663401,-0.575205100760649,7.016573068,2.159,6.482557552,0.340579259,2.688985914,106.480315,40.4259879663401,61.590088,0.371431923,0.250622286,0.547569425,"US"
"464",3585,1231,8236590592,3.881e+09,18.51494947,226.8,4.33076158,1.248734391,4.476919298,14.68717949,14.40416475,21.47769844,17.25617284,-4.401160806,10.12772586,32.1,27.88442574,3.83382648369171,4.78916012305899,10.12772586,17.25617284,15.40498442,0.128789457,0.484030475608808,3.307222787,"US"
"561",6331,1231,4080511488,945067000,27.3567192074202,-343.107,-17.78408587,-21.31607091,9.380329366,76.4585494708538,34.00310961,17.66362296,40.4259879663401,0.29466562,9.74727714769731,28.102,8.75321652023679,3.83382648369171,4.78916012305899,-12.20934453,40.4259879663401,8.63350903009396,0.13994111727027,0.484030475608808,5.04860488184644,"other"
"250",6022,1231,57669181440,17246000128,35.95830921,3444,8.890011365,18.81161008,1.245987708,76.4585494708538,3.996695239,5.570686268,40.4259879663401,4.446747967,9.74727714769731,243.895746262712,3.821208834,0.145713979,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.090797065,3.877192982,"US"
"129",1311,1231,507516032,389764000,27.3567192074202,-181.04,19.5642771,84.53268751,48.37566601,807.618312,84.88195435,8.62625822250794,2.729255521,-0.575205100760649,9.74727714769731,243.895746262712,0.198697299,0.202975885,4.297169337,10.7394728465265,2.729255521,8.63350903009396,0.027383434,0.453986712,0.383769138,"US"
"504",3089,1231,5173479936,1392353984,78.67171881,199.776,13.60377539,-2.93964689,11.77161156,34.69787254,73.46762372,20.3979241,11.32034746,1.418080045,9.0706799,32.343,6.696644721,0.445246623,1.915139748,9.0706799,11.32034746,7.476641004,0.180120101,0.459466659,3.134427385,"US"
"564",4610,1231,822791296,258375000,1.14854e-16,63.003,22.30016614,12.44149947,84.34163834,36.75609078,18.78745337,8.62625822250794,40.4259879663401,-0.575205100760649,9.74727714769731,243.895746262712,20.98738092,0.236619601,3.499064204,10.7394728465265,40.4259879663401,8.63350903009396,0.581661846,0.81621585,5.04860488184644,"US"
"169",4513,531,66034221056,63864000512,33.23994098,-186,10.93277749,134.1373886,10.01309445,40.71478626,7.766909814,8.401523693,16.59504132,1.538057743,8.915009042,512,12.51010344,0.294322208,2.085451942,9.62890625,16.59504132,9.837890625,0.083506026,0.409854658,0.963643471,"US"
"195",5084,731,676356224,1054191008,10.34444398,9.733,11.31218996,14.79275099,-11.68337026,24.22657422,120.677877,-19.8845103,4.029990135,-119.0754066,0.735545913,17.054,6.35178821,3.83382648369171,4.78916012305899,0.735545913,4.029990135,1.963762167,0.033264401,0.484030475608808,4.462468872,"US"
"449",7841,1231,1.42662e+11,12756933888,27.3567192074202,-2012.97,34.14840716,98.91680158,28.60836665,108.2200489,219.7371945,103.3828394,4.268797495,-0.896943724,-7.497556716,238.204,12.77940874,-0.211741064,9.262769194,-7.497556716,4.268797495,3.520843479,0.071726639,0.97603454,-7.866849909,"US"
"37",3559,930,2094328320,760184992,27.3567192074202,83.547,19.83211823,151.6483283,13.1680744,185.7824309,41.4088898897957,-12.26224352,461.31,0.614406581,235.8431373,0.408,17.0260434,3.83382648369171,4.78916012305899,235.8431373,461.31,157.1397059,0.092530507,0.484030475608808,7.590439378,"US"
"322",6162,1231,616007552,1221356000,0,402.912,-13.04165806,23.49139532,-16.89293534,76.4585494708538,58.45365358,8.62625822250794,40.4259879663401,11.45634233,9.74727714769731,243.895746262712,-1.163204494,0.07431987,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.659648437,45.50590964,"US"
"563",3711,1231,45428469760,1.59589e+11,40.37484137,11047,4.151330044,107.4678801,2.860432378,-8.24457048,-9.148138896,1.394394791,40.4259879663401,-0.575205100760649,15.49315068,1133,1.425381045,1.063853418,1.282214847,15.9717564,40.4259879663401,4.248014122,0.030699852,0.066033355,2.567172649,"US"
"359",6321,1231,4949696000,6502099968,22.35697584,468.3,-6.252428539,-1.438531029,-14.14646977,76.4585494708538,-52.55733076,-9.360228411,40.4259879663401,0.67243693,9.74727714769731,49.5,4.98799156,0.261925926,4.78916012305899,10.71515152,40.4259879663401,8.63350903009396,0.13994111727027,0.066149881,8.541062802,"US"
"152",5311,131,10837821440,19095000320,0,1019,2.188804453,54.77477477,0.147643174,13.48420556,14.04006813,-6.542172344,8.104377104,0.831920383,9.74727714769731,243.895746262712,10.72837394,0.730296148,0.961985459,10.7394728465265,8.104377104,8.63350903009396,0.074155538,0.173575637,2.516369048,"US"
"64",1531,1031,6330977280,6069796096,0,930.847,17.59360145,57.4313726,14.3524727,30.61584389,39.7614873,2.353592567,31.06390768,-0.575205100760649,5.552901083,172.832,6.143659047,0.268269993,5.337092364,5.552901083,31.06390768,3.731577486,0.110907922,0.378756144,33.2404752,"US"
"47",3089,930,6282089984,7.53e+09,27.3567192074202,706,14.59443007,58.78378378,13.57663481,13.29113924,24.62442848,76.70422235,4.350694444,-2.10920546,3.532608696,269,9.740793668,0.160104963,4.860139665,3.624535316,4.350694444,2.721189591,0.103171247,1.379332956,3.624535316,"US"
"45",3823,930,2201201920,2034953984,53.65476666,135.421,0.323556947,-58.29274953,-0.795294322,10.41502568,-16.25215022,-1.371916455,10.88083525,1.999089057,6.404296875,30.208,2.352886241,0.27686231,2.340277848,6.404296875,10.88083525,6.448987023,0.097298715,0.40682872,3.3332357,"US"
"541",6798,1231,1808587904,472438000,5.77238e-15,90.255,2.465791454,3.44300432,33.8470051,-12.45487795,-30.71076721,5.080480037,3.474896263,1.242145325,2.399967697,92.87,3.911274079,3.83382648369171,4.78916012305899,2.399967697,3.474896263,1.70180898,0.337632957,0.484030475608808,1.680502149,"US"
"227",4911,1231,1728793856,876498992,27.3567192074202,40.664,8.021182775,17.33742914,2.103457415,7.659419976,4.648838596,-3.24680601,6.669094693,0.944259107,5.863295501,29.604,7.734815567,3.83382648369171,4.78916012305899,5.863295501,6.669094693,4.260708012,0.148506505,0.484030475608808,1.30594449,"US"
"288",1311,1231,1896344192,1256088016,4.29213e-15,-404.161,98.91018789,95.1605959046234,51.08470581,76.4585494708538,147.1092192,29.96217513,8.954618568,-0.575205100760649,5.776555252,108.198,9.650649412,0.299039092,2.490242553,6.283748313,8.954618568,5.068171316,0.484635895,0.391473155,0.627174946,"US"
"438",7370,1231,6631559680,3671500032,27.3567192074202,356.749,7.065881604,19.28337724,11.04166402,2.37568656,5.179278354,40.47986594,5.979133795,-1.444648899,9.74727714769731,243.895746262712,7.944225242,3.83382648369171,4.78916012305899,10.7394728465265,5.979133795,8.63350903009396,0.137124411,0.484030475608808,2.127397009,"US"
"470",7200,1231,416265824,263369000,27.3567192074202,28.835,4.08772221,78.62315561,4.53234397,-1.074285714,-17.33899358,7.340287773,5.852866931,-3.545708028,3.493203584,12.948,9.401756353,3.83382648369171,4.78916012305899,3.493203584,5.852866931,3.779811554,0.189591654,0.484030475608808,2.758767917,"US"
"467",3714,1231,13389028352,21202200064,80.67572189,1188.6,12.22132831,31.84503632,4.973623123,12.77279273,12.16289368,-2.462479723,21.65957447,0.668552152,20.80630105,85.7,24.83866455,0.904266244,0.96850442,20.80630105,21.65957447,18.76662777,0.078580153,0.195225484,2.999327166,"US"
"223",3861,1231,217538080,1.531e+09,67.08033965,-105,-8.869047619,55,-10.16098592,-71.55963303,72.62626263,8.62625822250794,2,-3.444444444,-2.09375,32,-23.36105738,3.83382648369171,4.78916012305899,-2.09375,2,-0.5625,-0.011757022,0.484030475608808,-1.763157895,"US"
"138",3411,1231,3019365376,4296724032,23.94361755,215.336,18.51096318,94.7305972,1.802978796,19.93369287,10.66392174,0.019391608,5.441385317,-3.799065439,3.508141094,110.257,11.35918751,0.146781616,5.00027771,3.535058999,5.441385317,3.237798961,0.087286734,0.868658248,2.234519489,"US"
"122",3730,1231,59555201024,31067000320,24.06612211,3451,1.772259713,9.428359317,0.173500613,10.29376642,13.13923106,6.151966168,40.4259879663401,-7.337485844,33.15384615,117,19.05192498,0.286802218,2.928757038,33.15384615,40.4259879663401,35.7008547,0.134859394,0.602987071,9.063084112,"US"
"137",1311,1231,3863283200,601142008,1.01067e-14,-521.136,62.97559468,161.4991608,18.76460122,76.4585494708538,41.4088898897957,45.25498083,10.03137973,0.465911839,7.144989848,34.565,10.63031251,0.482459677,1.886631693,8.653985245,10.03137973,4.37222624,0.282710486,0.28895134,0.364670513,"US"
"534",6331,1231,3852368128,2.765e+09,27.3567192074202,240.6,7.923497268,840.8602151,7.430456548,76.4585494708538,586.2903226,9.604770461,40.4259879663401,0.340245864,9.74727714769731,80.6,4.475358622,3.83382648369171,4.78916012305899,2.985111663,40.4259879663401,8.63350903009396,0.13994111727027,0.484030475608808,5.04860488184644,"US"
"444",1531,1130,2217407744,4421556032,5.96771e-15,505.134,18.38577557,-10.92864436,22.12305647,79.97852663,56.70695178,8.62625822250794,109.6758364,1.273569375,2.896743824,6.307,3.245070733,0.219305334,7.932138644,81.37291898,109.6758364,46.33534168,0.066895973,0.46418646,63.47792208,"US"
