"","sic","fye","Mkt.cap","sales.1","foreign.scr","fcf","ltm.sales.gr","ltm.ni.gr","sales.3yr.avg.growth","ebitda.gr","ni.growth","ni.5yr.gr","ebitda.int","debt.t..bv","cash.int","interest","ret.on.cap","cfo.debt","debt.ebitda","cfo.interest","ebitda.int.1","ebit.int","ebit.sales","debt.t.asts","cfo.capex","countryba"
"188",3674,1231,692466112,379997000,87.48189584,25.659,-12.6702656,-66.18822456,2.151094711,-70.82917937,9.082174918,8.62625822250794,0.495956221,-4.460578021,2.047854522,18.807,-9.737229418,3.83382648369171,4.78916012305899,2.047854522,0.495956221,-2.532035944,-0.123380342,0.484030475608808,2.996032672,"US"
"62",3523,1031,47710138368,31025999872,27.3567192074202,-392.5,16.0080315,-3.343547838,-5.350143112,26.85651457,31.5265808,-8.227011453,6.388482835,9.058442863,2.445580878,899.5,3.255885381,0.181979504,2.095440037,2.445580878,6.388482835,4.506170094,0.136301731,0.187311916,0.848590055,"US"
"330",3220,1231,147950720,794155984,38.73102524,-2.32,0.97920415,95.1605959046234,-2.829127971,76.4585494708538,41.4088898897957,8.62625822250794,-0.435186179,-13.41265815,2.220980392,20.4,-18.74460199,3.83382648369171,4.78916012305899,2.220980392,-0.435186179,-2.630147059,-0.068336738,0.484030475608808,0.951289158,"US"
"565",1220,1231,516868992,964870000,0,67.994,2.630350128,49.40225885,-4.43672872,22.69914037,-46.49239259,8.62625822250794,1.746820501,-0.575205100760649,9.74727714769731,243.895746262712,-1.263610423,0.111054817,5.670626703,10.7394728465265,1.746820501,8.63350903009396,0.023344278,0.498994875,1.889333595,"US"
"115",3576,1231,9378232320,4888799872,46.04153405,1108.9,-4.388641164,-62.52828969,2.817590467,-2.070412258,8.913115322,21.31774843,11.43450479,1.934461845,12.45158103,101.2,3.745150063,0.586093023,2.002421533,12.45158103,11.43450479,8.380434783,0.16870226,0.325289356,8.333994709,"US"
"357",6798,1231,5061916672,470718000,27.3567192074202,-1025.88,17.95078681,39.01263835,34.00549357,17.41419372,21.50592444,79.77925031,3.581903219,-0.575205100760649,2.568311227,120.478,4.534544273,3.83382648369171,4.78916012305899,2.568311227,3.581903219,2.019995352,0.53741109,0.484030475608808,0.231726085,"US"
"468",3822,1231,21944920064,14581500160,35.09255085,1302.2,7.0956417,-9.369144285,3.27947884,3.232075279,7.626804887,8.3553594,11.84624413,-1.556879585,7.059777572,215.8,14.52993749,0.296277771,2.547376399,7.059777572,11.84624413,7.71686747,0.117294472,0.605334385,6.884319928,"other"
"26",4924,930,9538233344,3099982016,0,-269.999,16.61919736,51.77014775,-14.82574909,10.19155532,10.75672422,14.2342804,6.684064391,0.801133189,7.068995035,120.182,9.475466498,0.269734791,3.069773172,7.214807542,6.684064391,6.053701885,0.263628935,0.320835725,0.762552448,"US"
"554",4610,1231,2785720576,478131000,27.3567192074202,250.415,22.70214644,16.66145804,54.02882875,30.72016732,4.770337576,34.95905611,9.818767801,-0.575205100760649,8.022518395,36.015,22.5625798,0.288931,3.053388498,8.022518395,9.818767801,7.63654033,0.608466721,0.659042859,7.501583757,"other"
"127",5140,630,33004613632,57832464384,19.82147053,1490.047,5.924171011,22.22319299,6.017143672,17.5851998,9.946098974,0.571216695,10.3680835,-3.072263095,7.137785488,302.878,14.29192078,0.238564957,3.087134957,7.18581409,10.3680835,6.778871361,0.037080166,0.712565461,3.170883974,"US"
"104",4924,1231,1698238080,729562000,0,-6.891,1.644140598,95.1605959046234,0.711449389,-85.39913074,5.870761146,0.954614578,0.929973841,-0.575205100760649,5.368795616,38.501,-1.189716656,3.83382648369171,4.78916012305899,5.368795616,0.929973841,-1.382483572,-0.069835851,0.484030475608808,0.967738009,"US"
"204",4955,1231,5458071040,3583307008,24.12377468,365.6,0.076691893,-96.42657018,12.21942837,-64.75410194,-7.07059497,-1.640431963,2.819347319,-1.107596483,5.410638298,94,0.944963916,3.83382648369171,4.78916012305899,5.410638298,2.819347319,-0.080851064,-0.00212249,0.484030475608808,3.556643357,"US"
"355",7389,1231,9223766016,5611300096,60.91812537,666.7,3.384553025,95.1605959046234,-0.480472512,-1.419199357,-8.738540095,-6.041880771,5.75234375,-0.856115696,5.178043631,142.1,-10.99840203,0.24125215,4.142225995,5.178043631,5.75234375,3.331456721,0.085694115,0.515433144,10.64833575,"US"
"9",3674,831,65526697984,25857999872,86.40389725,3419,75.51075816,1351.669086,13.15345745,209.0533672,41.4088898897957,8.62625822250794,20.78846154,0.385995442,13.40953947,601,33.80201366,1.119931024,0.748269362,13.56572379,20.78846154,9.763727121,0.288751107,0.215886617,1.722222222,"US"
"460",6324,1231,23197513728,49852000256,0,1067,9.859403235,43.51464435,45.00014755,1.430429129,5.760797433,49.11458089,6.582278481,7.51233672,5.839215686,255,8.969322,0.278213752,3.430769231,5.839215686,6.582278481,4.701960784,0.024781944,0.340718105,3.528436019,"US"
"178",7350,1231,1636540544,1796400000,11.76403534,-234.3,13.79703535,95.1605959046234,0.094372213,6.437950021,41.4088898897957,8.62625822250794,3.816249051,16.89756098,9.74727714769731,243.895746262712,11.10235144,3.83382648369171,4.78916012305899,10.7394728465265,3.816249051,8.63350903009396,0.041151325,0.484030475608808,0.593229167,"US"
"219",6021,1231,6427932160,1543764032,0,590.52,16.26768853,15.28396259,8.349359254,76.4585494708538,21.45509128,-16.98631413,40.4259879663401,0.740248257,9.74727714769731,243.895746262712,7.014788708,1.145760714,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.017975642,12.55480765,"US"
"257",6411,1231,20203153408,8174999936,77.87125091,562,2.546412444,5.023923445,36.89491346,19.01515152,13.56516661,9.930446607,9.295857988,-1.260153677,4.585106383,188,2.850977752,0.262238529,2.092351191,4.585106383,9.295857988,3.925531915,0.089978054,0.182039305,2.873333333,"other"
"27",1531,930,498365216,1979235968,0,83.469,6.595819508,-1847.770069,9.437154297,4.141194491,51.69919287,8.62625822250794,0.760519351,-0.575205100760649,0.61941113,15.636,-16.08706401,0.075201158,16.748736,6.133857764,0.760519351,3.97403428,0.032426402,0.57423182,7.709726688,"US"
"365",4700,1231,2175314688,2474353984,27.3567192074202,200.148,3.405888194,157.6915568,4.449078057,18.01712116,159.4142013,8.62625822250794,5.140495718,-1.082584989,9.74727714769731,243.895746262712,9.306042404,3.83382648369171,4.78916012305899,10.7394728465265,5.140495718,8.63350903009396,0.116819129,0.484030475608808,2.703184301,"other"
"97",6331,1231,33609361408,38860001280,2.881320735,4015,4.162757659,49.14015477,3.030951967,76.4585494708538,33.88783011,-0.96497712,40.4259879663401,0.365993158,9.74727714769731,335,3.984590961,0.662902332,4.78916012305899,12.87761194,40.4259879663401,8.63350903009396,0.13994111727027,0.059031994,14.42809365,"US"
"426",1221,1231,2892369.25,1340508992,27.3567192074202,79.147,-8.300070527,40.72435357,7.769347405,-28.25955586,-88.13325038,8.62625822250794,1.633051081,-0.575205100760649,0.962126128,118.657,0.961572465,0.169538519,4.201608576,0.962126128,1.633051081,0.330465122,0.028320747,0.484756666,3.260309573,"US"
"502",7948,1231,715248576,467635992,0,65.935,-7.476494982,301.2789464,-1.921622494,-3.861723368,-4.920456863,-2.252179214,9.612698661,0.397029221,7.019386973,12.769,14.32004955,0.401681218,1.85733367,7.173858564,9.612698661,4.538491659,0.127763239,0.206179164,3.568762662,"US"
"372",4911,1231,4471781888,1357049024,4.64062e-15,152.532,5.721450786,4.764150714,1.775234178,12.22087002,7.119728202,4.180778279,5.878256087,-0.575205100760649,4.331085491,83.746,6.888034751,3.83382648369171,4.78916012305899,5.230339359,5.878256087,3.634215366,0.225531054,0.484030475608808,1.534285154,"US"
"396",6798,1231,3311500032,432053000,0,-109.813,3.795519082,-99.6065065,4.612677798,-2.661825682,-19.21872904,328.5271851,3.517974998,-0.575205100760649,3.138756482,56.402,2.758679506,0.136351638,5.819722786,3.187227403,3.517974998,1.490514521,0.198040514,0.413280524,0.620783966,"US"
"48",5122,930,18900951040,1.59327e+11,27.3567192074202,1037.741,6.389200111,-25.87522615,8.667981971,-22.17311282,-13.00819792,9.850989114,11.9127933,-0.689312435,10.09204117,149.042,11.99184023,0.393745522,2.559218568,10.09204117,11.9127933,7.114383865,0.006923831,0.144486923,3.225016456,"US"
"520",6798,1231,5948561408,1211324000,9.41071e-15,92.604,3.782285136,56.70975323,6.768035102,6.423447328,-9.558064893,33.95370473,3.633993391,-0.575205100760649,2.974876003,191.956,4.612787832,0.110670661,7.947454496,3.199592615,3.633993391,1.758106024,0.281037179,0.471757673,1.177546172,"US"
"354",3312,1231,687961984,1536803008,56.24389859,-33.915,18.10623084,15.77406623,-6.537178231,29.99396846,-51.78123212,8.62625822250794,1.185934388,1.407765573,-0.042641172,30.229,-0.853994818,-0.0032225,8.837825895,-0.042641172,1.185934388,-0.436137484,-0.008975289,0.313765603,-0.039508368,"US"
"456",3559,630,33942593536,10295976960,27.3567192074202,1871.863,42.70289817,31.85961051,20.7382804,61.80054846,81.84749002,50.02795337,21.11506514,0.660209107,17.23615948,117.734,19.374974,0.693126602,1.325338598,17.23615948,21.11506514,16.15618258,0.237362391,0.283526486,12.8909598,"US"
"476",6798,1231,3712942848,299608000,0,35.183,-35.30326325,-8.019267163,-26.3315689,-29.60445566,69.0941727,31.34784078,2.009525319,0.207260456,1.916256252,52.183,0.395966209,3.83382648369171,4.78916012305899,1.916256252,2.009525319,0.785006611,0.120280353,0.484030475608808,1.542838628,"US"
"414",6141,1231,6621729792,1142800000,27.3567192074202,557.6,13.8133652,41.31361956,15.34467328,11.82862465,11.29807692,11.01155452,6.621323529,2.080280075,9.74727714769731,243.895746262712,12.00946709,0.987783595,0.795391449,10.7394728465265,6.621323529,8.63350903009396,0.634234234,0.114931001,67.38095238,"US"
"332",6141,1231,27021299712,1.1864e+10,27.3567192074202,4990,11.2528132,-7.598656591,6.333690073,3.200740056,-3.043670049,-1.057506443,3.995702006,2.655200324,9.74727714769731,243.895746262712,12.33120956,1.371024575,0.681000179,10.7394728465265,3.995702006,8.63350903009396,0.44911217,0.038112342,23.88990826,"US"
"420",1311,1231,36221005824,11150999808,16.34606619,-1022,10.14421177,99.27813163,-4.772095308,84.74834774,35.63468415,8.62625822250794,4.011037528,5.313896987,3.997008973,932,3.72997696,0.299341017,3.685402312,4.301502146,4.011037528,-0.692060086,-0.054042731,0.367690314,0.796859471,"US"
"60",3570,1031,36400869376,53889000448,63,3275,10.70958994,53.20079523,-2.50318077,-0.20613244,13.89442191,-10.3312969,12.02795031,-0.857189542,11.89967638,309,90.75967795,0.485260909,1.956459334,11.89967638,12.02795031,11.38834951,0.067600277,0.277650764,9.146766169,"US"
"277",6021,1231,32031197184,9828999680,27.3567192074202,5099,5.190496575,28.9626119,3.897485647,76.4585494708538,12.67448974,0.856729975,40.4259879663401,1.108069268,9.74727714769731,243.895746262712,6.534524069,0.844722935,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.03296434,13.43658537,"US"
"409",2851,1231,1807761536,1481719008,81.15357024,34.238,24.6822608,429.9809903,8.398656193,39.7968849,44.4624084,8.62625822250794,7.310726257,-165.2906193,3.046383789,27.754,6.510139699,3.83382648369171,4.78916012305899,3.055055127,7.310726257,5.267997406,0.104677886,0.484030475608808,1.677282798,"US"
"462",3550,1231,8137986048,4485599936,27.3567192074202,549.3,-8.147844783,26.95980899,1.932549076,-2.041510718,11.5155679,20.08909965,8.056902985,-4.928178244,6.380658436,97.2,9.340618317,0.378555926,1.89687535,6.380658436,8.056902985,7.004115226,0.137911476,0.601399031,8.747531735,"other"
"166",2000,731,11869029376,7857999872,19.42965779,953,-0.907944515,112.0724346,-1.546213028,35.48895899,1.969365427,4.779855469,15.61818182,-2.167591565,11.3245614,112,16.18696688,0.125376323,5.993597206,11.52678571,15.61818182,12.5,0.177439797,2.291787225,3.819526627,"US"
"495",2836,1231,1.15005e+11,22938999808,20.41227187,10513,0.047976274,-71.88648169,4.495809806,0.243717959,8.758474468,12.86764578,9.175384615,-4.48184111,9.74727714769731,243.895746262712,4.202171307,0.308795259,3.034498983,10.7394728465265,9.175384615,8.63350903009396,0.436474244,0.639677362,16.83283133,"US"
"146",5331,131,22466758656,22245499904,27.3567192074202,878.3,7.367633573,91.26408569,40.40683971,11.44174529,27.52080451,13.02419183,9.110994764,-5.991347473,9.74727714769731,243.895746262712,14.09762362,0.250364721,2.310845497,10.7394728465265,9.110994764,8.63350903009396,0.089865366,0.735358658,2.389935116,"US"
"537",4512,1231,6162191872,7164999936,28.70990734,196,8.298065296,81.67456556,6.479672619,-15.19061584,-23.97891963,37.60528603,24.1,-0.575205100760649,14.71578947,85,21.49843553,3.83382648369171,4.78916012305899,16.44705882,24.1,11.76470588,0.142551675,0.484030475608808,1.163061564,"US"
"546",5010,1231,9483337728,10114829824,50.71432834,339.81,10.52906778,13.24845587,13.16329074,11.14376307,6.627239102,15.8365747,11.25853908,35.40166693,5.105273514,101.64,8.483130724,0.136768402,3.521049706,5.105273514,11.25853908,8.336462023,0.087021251,0.745883491,2.897425875,"US"
"442",2631,1231,441981056,1729835008,4.642951258,-22.078,-0.302521376,139.2978277,-4.057935777,-12.3953223,-28.55735006,-11.2328263,6.31361937,2.415999111,9.74727714769731,243.895746262712,9.299254012,0.238964358,4.193031728,10.7394728465265,6.31361937,8.63350903009396,0.041798235,0.487365532,0.889470733,"US"
"335",6794,1231,1819852416,810528992,25.35803479,94.122,10.05549423,95.1605959046234,15.90173251,33.39328041,-191.2078494,8.62625822250794,40.4259879663401,-1.783828801,3.089250631,42.756,0.04446621,3.83382648369171,4.78916012305899,3.089250631,40.4259879663401,0.11203106,0.005795832,0.484030475608808,3.479374111,"US"
"385",1311,1231,22260887552,2.86e+09,27.3567192074202,-838,21.28675922,447.7282001,-0.048923823,2550.562903,182.457563,-2.068636608,17.44604317,0.251337999,11.37583893,146,12.23187773,0.686790924,1.017731959,11.60958904,17.44604317,8.760273973,0.479924953,0.180067124,0.669166996,"US"
"40",2844,930,2414827520,2278799968,42.11190393,227.2,-3.099885189,95.1605959046234,-4.149848782,-74.06451613,7.07923113,-11.23652155,1.513554217,-1.637982537,4.280346821,69.2,0.361369861,0.207263313,14.2199005,4.280346821,1.513554217,0.088150289,0.00265402,0.855134035,4.292753623,"US"
"114",7373,1231,2206041856,2738700032,25.98402636,204.5,-6.176772867,-16.87454145,-0.6978887,-6.756756757,-12.03117453,9.100714976,21.50649351,2.280241935,14.3715847,18.3,6.571895349,3.83382648369171,4.78916012305899,14.3715847,21.50649351,10.77595628,0.070627843,0.484030475608808,4.495726496,"US"
"36",4924,930,4426108928,1595865024,0,233.916,1.475267444,76.6684075,-8.469724851,76.4585494708538,9.426314936,6.051037623,6.647389943,1.089512471,5.649737433,119.837,10.70597049,0.325989042,2.70127664,5.709847543,6.647389943,4.613308077,0.349928254,0.344220023,1.519426649,"US"
"278",1311,1231,1090475648,496916000,27.3567192074202,28.427,11.25051493,95.1605959046234,-15.3004054,76.4585494708538,41.4088898897957,8.62625822250794,4.032486755,-0.575205100760649,3.477790383,45.836,24.83550622,0.178003155,3.371335861,3.477790383,4.032486755,2.398769526,0.225725524,0.986728098,1.217031478,"other"
"99",6798,1231,6312017920,759750992,2.574571367,-285.019,6.55544803,10.86606582,-2.937422642,-6.160588567,6.666283363,14.07546736,3.761457961,-0.575205100760649,3.064432732,88.857,4.352348243,3.83382648369171,4.78916012305899,3.788457859,3.761457961,2.663200423,0.328773594,0.484030475608808,0.541512105,"US"
"284",3272,1231,1028777472,1364693024,0,52.1,11.65434511,-42.66532133,24.24256357,3.34662028,129.7097639,8.62625822250794,3.581791555,-11.00345074,9.74727714769731,243.895746262712,1.53909846,3.83382648369171,4.78916012305899,10.7394728465265,3.581791555,8.63350903009396,0.059091089,0.484030475608808,2.219369485,"US"
"447",2320,531,19439212544,6337368960,27.3567192074202,490.57,25.825282,40.44230722,8.315122773,3.860546766,16.83105913,11.62341505,12.66691906,-5.632102816,8.828614026,86.524,17.22528306,0.279045479,2.821333091,8.828614026,12.66691906,8.941923628,0.145338273,0.78783009,2.794875547,"US"
"119",6022,1231,626548864,420766000,0,144.971,-0.728552756,-9.560375634,-5.402312952,76.4585494708538,-25.85297317,0.725954718,40.4259879663401,0.519817914,9.74727714769731,243.895746262712,10.43399165,3.83382648369171,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.484030475608808,23.41010975,"other"
"297",6282,1231,4987350528,1663900000,27.3567192074202,-1896.255,12.25145838,114.5491025,2.600335992,-23.95504915,-15.66866875,8.62625822250794,3.306138496,32.66385216,9.74727714769731,243.895746262712,6.530683948,3.83382648369171,4.78916012305899,10.7394728465265,3.306138496,8.63350903009396,0.172243933,0.484030475608808,-56.18501206,"US"
"451",4011,1231,11179351040,2.612e+09,47.36536451,400.4,9.701805964,85.7032308,0.338149512,10.59190031,14.83573969,8.829374802,12.69152196,-0.575205100760649,10.23283582,100.2,13.82756791,0.383531563,2.158065193,10.26347305,12.69152196,9.19760479,0.356808239,0.291916172,1.637579618,"US"
"304",3674,1231,10184547328,5.484e+09,86.49131352,698.5,21.15588547,288.80963,21.4010601,93.73542153,147.270461,50.10514075,12.62540717,2.007372749,7.749291785,141.2,17.58408096,3.83382648369171,4.78916012305899,7.749291785,12.62540717,4.82223796,0.122837401,0.484030475608808,2.765226181,"US"
"373",8011,1231,5141899264,8017700096,0,588.5,72.35638133,95.1605959046234,72.69078122,21.14493046,8.700852427,27.05987271,1.968555519,-0.96740564,3.450454349,231.1,4.86554643,0.170370054,7.787687188,3.450454349,1.968555519,0.722630896,0.021357411,0.871420592,3.817137386,"US"
"269",8062,1231,3418700800,19064999424,27.3567192074202,493,-1.676121712,-196.7741935,5.092269975,-11.11648139,41.4088898897957,8.62625822250794,1.958466454,-1.674238165,1.150527325,1028,1.730012717,0.08138628,8.017672648,1.167315175,1.958466454,0.942607004,0.050524011,1.009828094,1.697312588,"US"
"303",6798,1231,9545449472,1064889984,0,-6.278,61.1340774,176.6189239,24.65669267,53.59928898,39.65011419,57.59156232,5.218123613,0.628654289,3.351563222,132.629,3.624166028,0.119514137,6.870730823,3.552360344,5.218123613,1.80626409,0.243377702,0.369571415,0.986850263,"US"
"187",2834,1231,478177248,418682000,27.3567192074202,61.501,-5.182034767,55.64922153,1.442454276,-52.70383317,-30.85278856,8.62625822250794,1.140074178,-1.124138642,0.845211551,73.552,-0.073445753,3.83382648369171,4.78916012305899,0.845211551,1.140074178,-0.573471829,-0.110788918,0.484030475608808,93.34384384,"US"
"249",1700,1231,2844307968,1956346976,0,87.884,10.51627821,211.5393623,8.032840868,14.74535045,41.35459964,8.62625822250794,23.86999844,0.272310944,14.11547575,8.019,10.39660538,3.83382648369171,4.78916012305899,14.11547575,23.86999844,17.06746477,0.071796906,0.484030475608808,4.472577841,"US"
"30",4924,930,3504692736,1957400000,0,-149.8,16.02157548,48.69739479,4.15800129,13.33968556,12.74103988,21.94799033,5.564912281,2.618494755,3.235690236,89.1,5.766570087,3.83382648369171,4.78916012305899,3.235690236,5.564912281,3.610549944,0.184810708,0.484030475608808,0.658068934,"US"
"366",2040,1231,8169879552,5847999744,62.43141289,455,0.893688969,11.99497593,0.963809401,4.6812749,5.960264901,4.341318841,13.64935065,0.93227991,9.265060241,79,12.13459218,0.470336391,1.555661275,9.734177215,13.64935065,10.65822785,0.144375857,0.341764214,2.449044586,"US"
"20",2510,1231,5481814528,4012299904,36.91870785,284.3,6.376265974,-25.62761506,1.488836557,-6.840288673,-8.823486453,9.282507466,14.80798005,8.850063532,10.1766055,43.5,13.73182783,0.353025421,2.116621758,10.2,14.80798005,10.75632184,0.118641919,0.49105294,2.783563363,"US"
"158",5651,131,31566600192,14134731776,27.3567192074202,1309.855,9.854658792,21.92977433,8.584063513,12.17960259,14.33479682,10.18649657,130.4368407,0.130182651,85.96809327,18.847,42.67470511,3.83382648369171,4.78916012305899,89.20666419,130.4368407,108.6855202,0.144919338,0.484030475608808,4.526585591,"US"
"298",6021,1231,5943111168,1205028992,0,416.42,9.111249144,25.79901708,8.397146012,76.4585494708538,22.75948547,6.439858829,40.4259879663401,1.180099334,9.74727714769731,243.895746262712,5.805932778,3.83382648369171,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.484030475608808,15.58768304,"US"
"18",6311,1231,48681656320,60843999232,27.3567192074202,12283,3.347884429,95.1605959046234,-4.911625768,76.4585494708538,14.10639134,-8.758610118,40.4259879663401,0.465834413,9.74727714769731,1129,-22.0958263,0.622252457,4.78916012305899,10.87953942,40.4259879663401,8.63350903009396,0.13994111727027,0.0277904,5.04860488184644,"US"
"301",2834,1231,2470664704,1059253024,2.812263605,275.874,6.213350607,-125.1351428,64.06334758,76.4585494708538,-128.096647,8.62625822250794,-0.957500659,-1.000388072,9.74727714769731,243.895746262712,-12.65395357,3.83382648369171,4.78916012305899,10.7394728465265,-0.957500659,8.63350903009396,-0.371480292,0.484030475608808,64.65343793,"other"
"358",1311,1231,3583433216,9323000064,27.3567192074202,-1747,2.203464153,95.1605959046234,-22.76573398,76.4585494708538,41.4088898897957,8.62625822250794,3.617886179,-4.958751983,1.201612903,426,13.54926223,0.079256154,5.280843258,1.748826291,3.617886179,1.842723005,0.085867425,0.756531268,0.298956661,"US"
"151",5651,131,8565979648,15477999872,0,669,5.53051201,24.52830189,4.665192172,9.793103448,-13.06715064,-8.20698498,11.13286713,3.703653586,8.333333333,141,14.04551843,0.496087113,1.772666457,9.929078014,11.13286713,6.567375887,0.059826851,0.358269011,1.915184679,"US"
"340",7389,1231,3756503040,3328833984,27.3567192074202,215,6.183444636,158.1103785,14.4428566,54.64107316,124.7732196,84.24755033,15.75,-7.942307692,12.65,20,37.08062868,3.83382648369171,4.78916012305899,12.65,15.75,10.85,0.066259542,0.484030475608808,6.657894737,"US"
"78",1389,1231,46400471040,22080999936,27.3567192074202,1095,38.28281563,88.61956843,-10.36205388,76.4585494708538,-55.98080425,-17.5368608,4.912457912,1.925415341,3.50070922,705,-2.88393624,0.223550725,3.783413297,3.50070922,4.912457912,1.931914894,0.066052376,0.493033226,1.797523671,"US"
"170",2040,531,25523914752,15656800000,40.51844454,1628.9,-0.535540718,34.22798182,-4.435967977,-4.388478359,2.827763496,1.513066923,11.0916725,-1.251889234,7.542549723,302.1,15.36492383,0.151340049,4.82190694,7.657398213,11.0916725,8.495200265,0.16430428,1.790913298,3.380040912,"US"
"141",2834,1231,2.08713e+11,52673000448,50.47006432,14514,0.142590973,197.9994519,2.028869968,11.96869898,-0.04642026,1.149873924,13.10210804,-1.204038915,12.27272727,1270,18.01680454,0.389728953,2.124799625,12.96850394,13.10210804,10.72440945,0.259201462,0.629761415,8.420245399,"US"
"258",2834,1231,9673791488,1687252992,27.3567192074202,664.137,10.42116051,9.765661424,11.35170763,-1.621413201,-6.253647253,18.03583628,15.55730906,-1.403764937,8.913614383,77.756,11.25780996,3.83382648369171,4.78916012305899,8.913614383,15.55730906,6.801301507,0.326709265,0.484030475608808,23.94082902,"other"
"562",6021,331,5.11601e+12,3.22903e+12,30.3668076,75570,2.607950418,-4.473079013,3.439654083,76.4585494708538,1.982548014,0.344040645,40.4259879663401,5.318253765,9.74727714769731,243.895746262712,0.789981073,0.022225291,4.78916012305899,10.7394728465265,40.4259879663401,8.63350903009396,0.13994111727027,0.029463469,2.303515369,"other"
